distance,duration
566.674730,0.668991
262.044115,0.306004
348.631133,0.586000
186.471184,0.231996
22.000000,0.101999
202.820902,0.412996
340.818056,0.416991
509.293608,0.744991
424.733833,0.494995
349.457406,0.281994
435.915267,0.224002
101.627417,0.132996
76.071068,0.152983
613.412382,0.455051
442.540648,0.469989
428.711916,0.214991
308.555397,0.512985
438.170562,0.230991
646.341861,0.567998
565.110276,0.574990
31.242641,0.087997
570.205161,0.533997
831.799270,0.526998
668.643705,0.464036
137.485281,0.294992
542.044233,0.652002
294.241584,0.192040
162.339057,0.163996
583.607402,0.366997
554.968477,0.410984
193.726970,0.267994
29.000000,0.191996
502.209373,0.372989
304.307745,0.207992
295.371921,0.300970
691.940967,0.380993
107.856912,0.129943
580.539882,0.282991
54.213203,0.058985
422.632227,0.336988
143.436126,0.161993
56.313708,0.139995
425.015835,0.280001
254.080486,0.134988
81.312756,0.110005
85.649329,0.118991
49.307136,0.085043
265.859038,0.133991
127.149951,0.146997
85.601126,0.094993
707.564719,0.314989
671.390244,0.389994
340.643347,0.312995
1217.363382,0.523990
288.957417,0.177005
153.727922,0.232993
14.242641,0.040996
154.892394,0.135999
740.755595,0.492045
14.414214,0.066995
710.878738,0.523999
380.843859,0.256039
265.086698,0.282988
1002.472858,0.405987
592.794578,0.426996
89.999048,0.106989
854.922453,0.651984
558.132355,0.478994
306.899495,0.619998
315.526912,0.635000
148.242641,0.248003
90.242641,0.313998
351.627417,0.616993
263.707676,0.192002
88.213203,0.162983
509.171387,0.612998
90.378204,0.194998
639.120562,0.424992
5.414214,0.009992
153.827475,0.213982
176.315903,0.208983
221.334669,0.375990
759.072586,0.388967
288.498280,0.241991
231.274001,0.124031
209.577090,0.142997
207.853672,0.165950
190.158718,0.236983
208.285423,0.135983
207.633762,0.152989
69.485281,0.180949
19.000000,0.068995
22.414214,0.119997
484.941543,0.259996
138.740115,0.179990
80.941125,0.134998
7.414214,0.031004
74.414214,0.159997
48.656854,0.199993
929.109971,0.614987
40.242641,0.104996
426.162969,0.208996
114.313708,0.421996
941.788041,0.500001
39.414214,0.268005
749.236424,0.581999
976.437887,0.892997
401.020298,0.506996
440.516342,0.419995
32.000000,0.183991
153.071068,0.391989
98.384776,0.181993
108.071068,0.334996
129.856912,0.198995
98.371631,0.148998
11.828427,0.028993
364.148275,0.187990
342.873275,0.225979
191.878720,0.160010
1013.580904,0.573993
585.858266,0.441998
570.537688,0.363002
118.441747,0.126989
1003.682483,0.465998
80.000000,0.142003
510.161765,0.352991
475.211577,0.306993
469.967341,0.327991
480.085258,0.406001
181.435174,0.197999
48.798990,0.057996
385.557141,0.220991
362.505055,0.234948
534.530418,0.387998
210.885397,0.339993
138.014388,0.152997
678.973478,0.342998
330.418731,0.194990
915.814488,0.476970
448.617354,0.240996
409.612812,0.223995
242.771095,0.170993
34.656854,0.088994
350.492300,0.209993
64.284271,0.076995
126.733543,0.241002
253.335621,0.254001
473.342734,0.303999
145.946746,0.209996
51.000000,0.116993
1228.030947,0.779998
143.442699,0.212991
922.282779,0.799009
248.934553,0.269998
166.114893,0.182996
37.242641,0.122997
316.060488,0.222990
137.980572,0.119997
351.117724,0.272998
682.209071,0.405936
375.547300,0.290992
120.213203,0.189983
1147.901274,0.936994
166.485281,0.872993
307.627417,0.823995
246.820902,0.518000
679.955513,0.934004
202.193485,0.222993
180.455844,0.319998
155.242641,0.281993
366.870058,0.743992
330.636184,0.481999
369.183019,0.315000
581.217385,0.279946
83.455844,0.141995
791.453864,0.678000
334.898543,0.487991
130.142136,0.457997
61.656854,0.286994
90.556349,0.213007
7.000000,0.046996
160.041631,0.459995
152.071068,0.443004
9.000000,0.085012
145.254834,0.257998
27.000000,0.223996
951.651361,1.266996
72.828427,0.304946
148.348766,0.244940
86.798990,0.143994
166.872252,0.193003
159.908262,0.288989
165.678767,0.255966
68.135563,0.123999
73.828427,0.162994
66.071068,0.164042
68.656854,0.103993
57.000000,0.134001
